Drug	Tumor	Replica	Day	Concentration	N_Dead	N_Live
Carboplatin	2	1	3	1	2	3
Carboplatin	2	1	3	1	9	22
Carboplatin	2	1	3	1	7	8
Carboplatin	2	1	3	1	22	25
Carboplatin	2	1	3	1	30	25
Carboplatin	2	1	3	1	41	33
Carboplatin	2	1	3	1	27	27
Carboplatin	2	1	3	1	29	31
Carboplatin	2	1	3	1	29	32
Carboplatin	2	1	3	10	2	10
Carboplatin	2	1	3	10	5	9
Carboplatin	2	1	3	10	22	39
Carboplatin	2	1	3	10	16	33
Carboplatin	2	1	3	10	31	54
Carboplatin	2	1	3	10	20	55
Carboplatin	2	1	3	10	18	39
Carboplatin	2	1	3	10	16	30
Carboplatin	2	1	3	10	10	43
Carboplatin	2	1	3	20	2	5
Carboplatin	2	1	3	20	8	22
Carboplatin	2	1	3	20	14	19
Carboplatin	2	1	3	20	5	12
Carboplatin	2	1	3	20	20	34
Carboplatin	2	1	3	20	17	33
Carboplatin	2	1	3	20	18	16
Carboplatin	2	1	3	20	8	21
Carboplatin	2	1	3	50	23	27
Carboplatin	2	1	3	50	19	31
Carboplatin	2	1	3	50	13	12
Carboplatin	2	1	3	50	32	43
Carboplatin	2	1	3	50	36	46
Carboplatin	2	1	3	50	34	51
Carboplatin	2	1	3	50	19	38
Carboplatin	2	1	3	50	13	30
Carboplatin	2	1	4	1	35	35
Carboplatin	2	1	4	1	28	33
Carboplatin	2	1	4	1	44	38
Carboplatin	2	1	4	1	39	38
Carboplatin	2	1	4	1	35	33
Carboplatin	2	1	4	1	40	32
Carboplatin	2	1	4	1	52	40
Carboplatin	2	1	4	1	49	35
Carboplatin	2	1	4	1	29	20
Carboplatin	2	1	4	10	52	65
Carboplatin	2	1	4	10	40	44
Carboplatin	2	1	4	10	56	44
Carboplatin	2	1	4	10	40	50
Carboplatin	2	1	4	10	37	38
Carboplatin	2	1	4	10	26	31
Carboplatin	2	1	4	10	43	34
Carboplatin	2	1	4	10	31	17
Carboplatin	2	1	4	10	33	26
Carboplatin	2	1	4	20	21	19
Carboplatin	2	1	4	20	20	19
Carboplatin	2	1	4	20	22	23
Carboplatin	2	1	4	20	31	31
Carboplatin	2	1	4	20	31	33
Carboplatin	2	1	4	20	52	44
Carboplatin	2	1	4	20	34	49
Carboplatin	2	1	4	20	49	54
Carboplatin	2	1	4	20	38	45
Carboplatin	2	1	4	50	37	29
Carboplatin	2	1	4	50	24	30
Carboplatin	2	1	4	50	14	30
Carboplatin	2	1	4	50	5	18
Carboplatin	2	1	4	50	14	28
Carboplatin	2	1	4	50	7	9
Carboplatin	2	1	4	50	3	8
Carboplatin	2	1	4	50	11	11
Carboplatin	2	1	4	50	2	9
Carboplatin	2	2	2	1	64	65
Carboplatin	2	2	2	1	77	78
Carboplatin	2	2	2	1	31	60
Carboplatin	2	2	2	1	38	74
Carboplatin	2	2	2	1	39	71
Carboplatin	2	2	2	1	24	43
Carboplatin	2	2	2	1	29	50
Carboplatin	2	2	2	1	38	64
Carboplatin	2	2	2	1	41	63
Carboplatin	2	2	2	50	59	68
Carboplatin	2	2	2	50	48	67
Carboplatin	2	2	2	50	47	69
Carboplatin	2	2	2	50	25	44
Carboplatin	2	2	2	50	32	56
Carboplatin	2	2	2	50	47	47
Carboplatin	2	2	2	50	36	55
Carboplatin	2	2	2	50	42	58
Carboplatin	2	2	2	50	51	52
Carboplatin	2	2	3	1	17	27
Carboplatin	2	2	3	1	25	30
Carboplatin	2	2	3	1	13	31
Carboplatin	2	2	3	1	14	42
Carboplatin	2	2	3	1	12	19
Carboplatin	2	2	3	1	4	22
Carboplatin	2	2	3	1	2	12
Carboplatin	2	2	3	1	2	6
Carboplatin	2	2	3	50	3	8
Carboplatin	2	2	3	50	11	27
Carboplatin	2	2	3	50	25	40
Carboplatin	2	2	3	50	12	10
Carboplatin	2	2	3	50	12	20
Carboplatin	2	2	3	50	42	52
Carboplatin	2	2	3	50	15	20
Carboplatin	2	2	4	1	19	14
Carboplatin	2	2	4	1	23	15
Carboplatin	2	2	4	1	11	14
Carboplatin	2	2	4	1	20	23
Carboplatin	2	2	4	1	24	29
Carboplatin	2	2	4	1	26	19
Carboplatin	2	2	4	1	22	22
Carboplatin	2	2	4	1	24	16
Carboplatin	2	2	4	1	9	13
Carboplatin	2	2	4	10	40	31
Carboplatin	2	2	4	10	33	28
Carboplatin	2	2	4	10	31	39
Carboplatin	2	2	4	10	18	22
Carboplatin	2	2	4	10	24	36
Carboplatin	2	2	4	10	25	28
Carboplatin	2	2	4	10	18	31
Carboplatin	2	2	4	10	24	39
Carboplatin	2	2	4	20	34	53
Carboplatin	2	2	4	20	36	46
Carboplatin	2	2	4	20	42	57
Carboplatin	2	2	4	20	52	77
Carboplatin	2	2	4	20	54	46
Carboplatin	2	2	4	20	26	35
Carboplatin	2	2	4	20	29	30
Carboplatin	2	2	4	20	26	15
Carboplatin	2	2	4	20	21	23
Carboplatin	2	2	4	50	15	9
Carboplatin	2	2	4	50	3	4
Carboplatin	2	2	4	50	5	8
Carboplatin	2	2	4	50	18	15
Carboplatin	2	2	4	50	14	18
Carboplatin	2	2	4	50	16	12
Carboplatin	2	2	4	50	17	27
Carboplatin	2	2	4	50	15	17
Carboplatin	2	2	4	50	26	31
Control	2	1	0	0	63	87
Control	2	1	0	0	57	100
Control	2	1	0	0	42	82
Control	2	1	0	0	61	99
Control	2	1	0	0	77	89
Control	2	1	0	0	50	84
Control	2	1	0	0	40	89
Control	2	1	0	0	46	71
Control	2	1	0	0	80	96
Control	2	1	1	0	29	42
Control	2	1	1	0	44	60
Control	2	1	1	0	43	54
Control	2	1	1	0	44	48
Control	2	1	1	0	27	45
Control	2	1	1	0	31	44
Control	2	1	1	0	36	51
Control	2	1	1	0	34	60
Control	2	1	1	0	28	51
Control	2	1	2	0	14	32
Control	2	1	2	0	73	80
Control	2	1	2	0	71	66
Control	2	1	2	0	54	67
Control	2	1	2	0	75	79
Control	2	1	2	0	61	78
Control	2	1	2	0	85	82
Control	2	1	2	0	57	52
Control	2	1	2	0	55	70
Control	2	1	3	0	5	11
Control	2	1	3	0	6	18
Control	2	1	3	0	26	51
Control	2	1	3	0	27	31
Control	2	1	3	0	31	34
Control	2	1	3	0	20	21
Control	2	1	3	0	17	21
Control	2	1	3	0	26	32
Control	2	1	3	0	18	34
Control	2	1	4	0	35	32
Control	2	1	4	0	34	30
Control	2	1	4	0	8	17
Control	2	1	4	0	21	25
Control	2	1	4	0	10	19
Control	2	1	4	0	8	25
Control	2	1	4	0	30	30
Control	2	1	4	0	17	29
Control	2	1	4	0	8	16
Control	2	2	0	0	52	92
Control	2	2	0	0	42	96
Control	2	2	0	0	14	82
Control	2	2	0	0	17	82
Control	2	2	0	0	23	91
Control	2	2	0	0	23	82
Control	2	2	0	0	15	68
Control	2	2	0	0	18	69
Control	2	2	1	0	26	44
Control	2	2	1	0	37	56
Control	2	2	1	0	30	50
Control	2	2	1	0	31	48
Control	2	2	1	0	18	45
Control	2	2	1	0	5	36
Control	2	2	1	0	9	24
Control	2	2	1	0	3	27
Control	2	2	1	0	8	32
Carboplatin	3	1	1	1	9	25
Carboplatin	3	1	1	1	35	28
Carboplatin	3	1	1	1	33	33
Carboplatin	3	1	1	1	35	38
Carboplatin	3	1	1	1	30	30
Carboplatin	3	1	1	1	25	34
Carboplatin	3	1	1	1	32	43
Carboplatin	3	1	1	1	32	40
Carboplatin	3	1	1	1	35	66
Carboplatin	3	1	1	10	26	41
Carboplatin	3	1	1	10	17	29
Carboplatin	3	1	1	10	14	32
Carboplatin	3	1	1	10	28	38
Carboplatin	3	1	1	10	17	42
Carboplatin	3	1	1	10	29	40
Carboplatin	3	1	1	10	19	43
Carboplatin	3	1	1	10	32	54
Carboplatin	3	1	1	10	28	64
Carboplatin	3	1	1	20	18	32
Carboplatin	3	1	1	20	6	25
Carboplatin	3	1	1	20	2	24
Carboplatin	3	1	1	20	2	16
Carboplatin	3	1	1	20	6	27
Carboplatin	3	1	1	20	11	24
Carboplatin	3	1	1	20	20	29
Carboplatin	3	1	1	20	12	38
Carboplatin	3	1	1	50	25	37
Carboplatin	3	1	1	50	28	44
Carboplatin	3	1	1	50	18	23
Carboplatin	3	1	1	50	13	24
Carboplatin	3	1	1	50	8	24
Carboplatin	3	1	1	50	3	22
Carboplatin	3	1	1	50	3	28
Carboplatin	3	1	1	50	1	8
Carboplatin	3	1	1	50	3	20
Carboplatin	3	1	2	1	30	17
Carboplatin	3	1	2	1	26	24
Carboplatin	3	1	2	1	21	29
Carboplatin	3	1	2	1	21	33
Carboplatin	3	1	2	1	12	26
Carboplatin	3	1	2	1	15	28
Carboplatin	3	1	2	1	24	27
Carboplatin	3	1	2	1	28	24
Carboplatin	3	1	2	1	26	32
Carboplatin	3	1	2	10	9	16
Carboplatin	3	1	2	10	40	36
Carboplatin	3	1	2	10	35	35
Carboplatin	3	1	2	10	44	46
Carboplatin	3	1	2	10	25	27
Carboplatin	3	1	2	10	52	46
Carboplatin	3	1	2	10	50	41
Carboplatin	3	1	2	10	49	46
Carboplatin	3	1	2	20	62	47
Carboplatin	3	1	2	20	47	38
Carboplatin	3	1	2	20	45	42
Carboplatin	3	1	2	20	47	48
Carboplatin	3	1	2	20	64	50
Carboplatin	3	1	2	20	59	54
Carboplatin	3	1	2	20	48	37
Carboplatin	3	1	2	20	54	48
Carboplatin	3	1	2	20	60	52
Carboplatin	3	1	2	50	64	49
Carboplatin	3	1	2	50	26	28
Carboplatin	3	1	2	50	35	34
Carboplatin	3	1	2	50	40	43
Carboplatin	3	1	2	50	36	45
Carboplatin	3	1	2	50	30	38
Carboplatin	3	1	2	50	40	39
Carboplatin	3	1	2	50	20	30
Carboplatin	3	1	2	50	34	35
Carboplatin	3	1	3	1	57	42
Carboplatin	3	1	3	1	53	49
Carboplatin	3	1	3	1	55	47
Carboplatin	3	1	3	1	63	58
Carboplatin	3	1	3	1	51	46
Carboplatin	3	1	3	1	40	50
Carboplatin	3	1	3	1	28	28
Carboplatin	3	1	3	1	43	42
Carboplatin	3	1	3	10	21	27
Carboplatin	3	1	3	10	30	34
Carboplatin	3	1	3	10	30	38
Carboplatin	3	1	3	10	27	39
Carboplatin	3	1	3	10	21	28
Carboplatin	3	1	3	10	28	46
Carboplatin	3	1	3	10	26	37
Carboplatin	3	1	3	10	35	35
Carboplatin	3	1	3	20	29	25
Carboplatin	3	1	3	20	26	27
Carboplatin	3	1	3	20	35	34
Carboplatin	3	1	3	20	33	23
Carboplatin	3	1	3	20	21	14
Carboplatin	3	1	3	20	8	10
Carboplatin	3	1	3	20	33	37
Carboplatin	3	1	3	20	41	31
Carboplatin	3	1	3	20	50	44
Carboplatin	3	1	3	50	22	43
Carboplatin	3	1	3	50	15	40
Carboplatin	3	1	3	50	17	36
Carboplatin	3	1	3	50	18	36
Carboplatin	3	1	3	50	18	34
Carboplatin	3	1	3	50	29	38
Carboplatin	3	1	3	50	12	31
Carboplatin	3	1	3	50	10	31
Carboplatin	3	1	3	50	14	43
Carboplatin	3	1	4	1	25	30
Carboplatin	3	1	4	1	31	40
Carboplatin	3	1	4	1	20	27
Carboplatin	3	1	4	1	14	32
Carboplatin	3	1	4	1	12	20
Carboplatin	3	1	4	1	12	32
Carboplatin	3	1	4	1	8	21
Carboplatin	3	1	4	1	12	30
Carboplatin	3	1	4	1	6	12
Carboplatin	3	1	4	10	29	26
Carboplatin	3	1	4	10	28	38
Carboplatin	3	1	4	10	38	28
Carboplatin	3	1	4	10	24	32
Carboplatin	3	1	4	10	44	47
Carboplatin	3	1	4	10	26	20
Carboplatin	3	1	4	10	35	45
Carboplatin	3	1	4	10	36	41
Carboplatin	3	1	4	10	41	26
Carboplatin	3	1	4	20	69	40
Carboplatin	3	1	4	20	47	31
Carboplatin	3	1	4	20	48	40
Carboplatin	3	1	4	20	36	27
Carboplatin	3	1	4	20	46	28
Carboplatin	3	1	4	20	41	23
Carboplatin	3	1	4	20	40	25
Carboplatin	3	1	4	20	53	25
Carboplatin	3	1	4	20	44	27
Carboplatin	3	1	4	50	33	37
Carboplatin	3	1	4	50	48	45
Carboplatin	3	1	4	50	62	53
Carboplatin	3	1	4	50	44	54
Carboplatin	3	1	4	50	45	44
Carboplatin	3	1	4	50	37	33
Carboplatin	3	1	4	50	47	35
Carboplatin	3	1	4	50	37	40
Carboplatin	3	1	4	50	45	50
Carboplatin	3	2	1	1	21	52
Carboplatin	3	2	1	1	38	64
Carboplatin	3	2	1	1	20	39
Carboplatin	3	2	1	1	11	22
Carboplatin	3	2	1	1	17	35
Carboplatin	3	2	1	1	10	32
Carboplatin	3	2	1	1	6	18
Carboplatin	3	2	1	1	7	27
Carboplatin	3	2	1	1	6	34
Carboplatin	3	2	1	50	40	38
Carboplatin	3	2	1	50	24	38
Carboplatin	3	2	1	50	19	24
Carboplatin	3	2	1	50	13	26
Carboplatin	3	2	1	50	23	36
Carboplatin	3	2	1	50	20	29
Carboplatin	3	2	1	50	22	31
Carboplatin	3	2	1	50	14	30
Carboplatin	3	2	1	50	22	29
Control	3	1	0	0	18	52
Control	3	1	0	0	19	55
Control	3	1	0	0	15	62
Control	3	1	0	0	15	50
Control	3	1	0	0	16	50
Control	3	1	0	0	20	51
Control	3	1	0	0	6	44
Control	3	1	0	0	36	60
Control	3	1	0	0	37	65
Control	3	1	1	0	12	34
Control	3	1	1	0	10	49
Control	3	1	1	0	7	22
Control	3	1	1	0	14	17
Control	3	1	1	0	17	38
Control	3	1	1	0	20	35
Control	3	1	1	0	31	46
Control	3	1	1	0	25	37
Control	3	1	2	0	48	37
Control	3	1	2	0	34	45
Control	3	1	2	0	31	50
Control	3	1	2	0	49	52
Control	3	1	2	0	34	35
Control	3	1	2	0	63	46
Control	3	1	2	0	65	41
Control	3	1	2	0	36	36
Control	3	1	2	0	41	39
Control	3	1	4	0	31	26
Control	3	1	4	0	37	35
Control	3	1	4	0	32	38
Control	3	1	4	0	5	14
Control	3	1	4	0	2	10
Control	3	1	4	0	10	20
Control	3	1	4	0	15	21
Control	3	1	4	0	16	26
Control	3	1	4	0	23	28
Control	3	2	2	0	38	41
Control	3	2	2	0	15	31
Control	3	2	2	0	25	40
Control	3	2	2	0	29	40
Control	3	2	2	0	39	53
Control	3	2	2	0	29	37
Control	3	2	2	0	47	43
Control	3	2	2	0	38	51
Control	3	2	2	0	35	34
Control	3	2	3	0	8	39
Control	3	2	3	0	14	21
Control	3	2	3	0	15	40
Control	3	2	3	0	7	22
Control	3	2	3	0	6	17
Control	3	2	3	0	10	32
Control	3	2	3	0	9	17
Control	3	2	3	0	12	28
Control	3	2	4	0	24	23
Control	3	2	4	0	46	43
Control	3	2	4	0	30	42
Control	3	2	4	0	45	45
Control	3	2	4	0	25	28
Control	3	2	4	0	12	26
Control	3	2	4	0	10	20
Control	3	2	4	0	16	14
Control	3	2	4	0	18	28
Carboplatin	4	1	4	1	35	19
Carboplatin	4	1	4	1	19	20
Carboplatin	4	1	4	1	28	24
Carboplatin	4	1	4	1	41	35
Carboplatin	4	1	4	1	28	25
Carboplatin	4	1	4	1	66	59
Carboplatin	4	1	4	1	40	40
Carboplatin	4	1	4	1	46	32
Carboplatin	4	1	4	10	130	70
Carboplatin	4	1	4	10	77	50
Carboplatin	4	1	4	10	92	100
Carboplatin	4	1	4	10	72	65
Carboplatin	4	1	4	10	66	76
Carboplatin	4	1	4	10	51	54
Carboplatin	4	1	4	10	86	110
Carboplatin	4	1	4	10	49	75
Carboplatin	4	1	4	10	39	52
Carboplatin	4	1	4	20	120	76
Carboplatin	4	1	4	20	40	21
Carboplatin	4	1	4	20	19	14
Carboplatin	4	1	4	20	35	20
Carboplatin	4	1	4	20	48	21
Carboplatin	4	1	4	20	83	43
Carboplatin	4	1	4	20	92	48
Carboplatin	4	1	4	20	95	78
Carboplatin	4	1	4	50	53	13
Carboplatin	4	1	4	50	43	29
Carboplatin	4	1	4	50	36	23
Carboplatin	4	1	4	50	45	26
Carboplatin	4	1	4	50	39	30
Carboplatin	4	1	4	50	45	24
Carboplatin	4	1	4	50	63	33
Carboplatin	4	1	4	50	90	39
Control	4	1	0	0	128	140
Control	4	1	0	0	84	95
Control	4	1	0	0	100	106
Control	4	1	0	0	22	31
Control	4	1	0	0	48	87
Control	4	1	0	0	105	153
Control	4	1	0	0	98	99
Control	4	1	0	0	177	189
Control	4	1	4	0	42	55
Control	4	1	4	0	20	29
Control	4	1	4	0	53	50
Control	4	1	4	0	37	46
Control	4	1	4	0	45	40
Control	4	1	4	0	7	12
Control	4	1	4	0	15	14
Control	4	1	4	0	28	17
Control	4	2	4	0	84	125
Control	4	2	4	0	52	88
Control	4	2	4	0	77	116
Control	4	2	4	0	82	141
Control	4	2	4	0	76	116
Control	4	2	4	0	70	113
Control	4	2	4	0	63	110
Control	4	2	4	0	76	133
Control	4	2	4	0	65	91
