Drug	Tumor	Replica	Day	Concentration	N_Dead	N_Live
Carboplatin	5	1	1	10	73	43
Carboplatin	5	1	1	10	86	65
Carboplatin	5	1	1	10	73	48
Carboplatin	5	1	1	10	82	68
Carboplatin	5	1	1	10	108	74
Carboplatin	5	1	1	10	72	52
Carboplatin	5	1	1	10	103	73
Carboplatin	5	1	1	10	131	86
Carboplatin	5	1	1	100	51	37
Carboplatin	5	1	1	100	56	52
Carboplatin	5	1	1	100	47	54
Carboplatin	5	1	1	100	20	22
Carboplatin	5	1	1	100	27	35
Carboplatin	5	1	1	100	26	25
Carboplatin	5	1	1	100	24	20
Carboplatin	5	1	1	100	22	23
Carboplatin	5	1	1	20	35	46
Carboplatin	5	1	1	20	21	27
Carboplatin	5	1	1	20	25	26
Carboplatin	5	1	1	20	35	26
Carboplatin	5	1	1	20	25	30
Carboplatin	5	1	1	20	31	37
Carboplatin	5	1	1	20	47	72
Carboplatin	5	1	1	20	41	38
Carboplatin	5	1	1	20	27	30
Carboplatin	5	1	1	50	86	17
Carboplatin	5	1	1	50	94	16
Carboplatin	5	1	1	50	140	39
Carboplatin	5	1	1	50	123	31
Carboplatin	5	1	1	50	111	31
Carboplatin	5	1	1	50	53	6
Carboplatin	5	1	1	50	75	3
Carboplatin	5	1	3	20	38	10
Carboplatin	5	1	3	20	36	6
Carboplatin	5	1	3	20	82	45
Carboplatin	5	1	3	20	78	32
Carboplatin	5	1	3	20	90	34
Carboplatin	5	1	3	20	80	23
Carboplatin	5	1	3	20	57	21
Carboplatin	5	1	3	20	73	27
Carboplatin	5	1	3	50	1	1
Carboplatin	5	1	3	50	1	5
Carboplatin	5	1	3	50	3	8
Carboplatin	5	1	3	50	5	10
Carboplatin	5	1	3	50	5	13
Carboplatin	5	1	3	50	12	19
Carboplatin	5	1	3	50	13	31
Carboplatin	5	1	3	50	42	31
Carboplatin	5	1	3	50	67	50
Carboplatin	5	2	3	20	11	4
Carboplatin	5	2	3	20	13	3
Carboplatin	5	2	3	20	34	12
Carboplatin	5	2	3	20	25	16
Carboplatin	5	2	3	20	34	9
Carboplatin	5	2	3	20	5	4
Carboplatin	5	2	3	20	3	3
Carboplatin	5	2	3	20	3	1
Carboplatin	5	2	3	20	23	4
Control	5	1	1	0	57	16
Control	5	1	1	0	54	11
Control	5	1	1	0	56	18
Control	5	1	1	0	55	26
Control	5	1	1	0	91	37
Control	5	1	1	0	112	61
Control	5	1	1	0	59	32
Control	5	1	3	0	59	48
Control	5	1	3	0	29	22
Control	5	1	3	0	29	33
Control	5	1	3	0	29	23
Control	5	1	3	0	24	31
Control	5	1	3	0	18	31
Control	5	1	3	0	18	40
Control	5	2	0	0	52	46
Control	5	2	0	0	39	56
Control	5	2	0	0	43	56
Control	5	2	0	0	52	71
Control	5	2	0	0	65	97
Control	5	2	0	0	89	109
Control	5	2	0	0	53	77
Control	5	2	0	0	49	71
Control	5	2	0	0	33	62
Control	5	2	1	0	21	1
Control	5	2	1	0	42	2
Control	5	2	1	0	14	4
Control	5	2	1	0	35	3
Control	5	2	1	0	28	1
Control	5	2	1	0	27	2
Control	5	2	3	0	30	2
Control	5	2	3	0	44	11
Control	5	2	3	0	54	21
Control	5	2	3	0	1	1
Control	5	2	3	0	4	1
Control	5	2	3	0	8	1
Control	5	2	3	0	5	1
Control	5	2	3	0	5	1
Control	5	2	3	0	6	1
Control	5	3	1	0	65	1
Control	5	3	1	0	64	1
Control	5	3	1	0	63	1
Control	5	3	1	0	70	1
Control	5	3	1	0	96	1
Control	5	3	1	0	93	1
Control	5	3	1	0	127	1
Control	5	3	1	0	64	1
Control	5	3	1	0	87	62
Control	5	3	3	0	53	24
Control	5	3	3	0	55	23
Control	5	3	3	0	32	22
Control	5	3	3	0	27	24
Control	5	3	3	0	33	21
Control	5	3	3	0	48	39
Control	5	3	3	0	33	24
Control	5	3	3	0	35	23
Carboplatin	6	1	1	10	22	25
Carboplatin	6	1	1	10	23	28
Carboplatin	6	1	1	10	7	26
Carboplatin	6	1	1	10	18	34
Carboplatin	6	1	1	10	8	24
Carboplatin	6	1	1	10	16	38
Carboplatin	6	1	1	10	18	41
Carboplatin	6	1	1	10	20	27
Carboplatin	6	1	1	10	13	21
Carboplatin	6	1	1	100	27	13
Carboplatin	6	1	1	100	39	20
Carboplatin	6	1	1	100	27	11
Carboplatin	6	1	1	100	20	24
Carboplatin	6	1	1	100	31	26
Carboplatin	6	1	1	100	21	24
Carboplatin	6	1	1	100	22	24
Carboplatin	6	1	1	100	26	27
Carboplatin	6	1	1	100	31	34
Carboplatin	6	1	1	20	17	20
Carboplatin	6	1	1	20	9	23
Carboplatin	6	1	1	20	10	8
Carboplatin	6	1	1	20	5	14
Carboplatin	6	1	1	20	3	13
Carboplatin	6	1	1	20	7	30
Carboplatin	6	1	1	20	7	16
Carboplatin	6	1	1	20	5	11
Carboplatin	6	1	1	20	9	19
Carboplatin	6	1	1	50	23	17
Carboplatin	6	1	1	50	22	25
Carboplatin	6	1	1	50	18	24
Carboplatin	6	1	1	50	16	23
Carboplatin	6	1	1	50	21	28
Carboplatin	6	1	1	50	17	21
Carboplatin	6	1	1	50	30	29
Carboplatin	6	1	1	50	10	10
Carboplatin	6	1	1	50	1	7
Carboplatin	6	1	2	10	32	14
Carboplatin	6	1	2	10	46	17
Carboplatin	6	1	2	10	48	25
Carboplatin	6	1	2	10	61	26
Carboplatin	6	1	2	10	60	21
Carboplatin	6	1	2	10	57	34
Carboplatin	6	1	2	10	67	40
Carboplatin	6	1	2	10	170	31
Carboplatin	6	1	2	100	96	51
Carboplatin	6	1	2	100	67	21
Carboplatin	6	1	2	100	97	31
Carboplatin	6	1	2	100	84	33
Carboplatin	6	1	2	100	87	35
Carboplatin	6	1	2	100	87	30
Carboplatin	6	1	2	20	20	19
Carboplatin	6	1	2	20	19	17
Carboplatin	6	1	2	20	28	14
Carboplatin	6	1	2	20	34	14
Carboplatin	6	1	2	20	42	19
Carboplatin	6	1	2	20	36	14
Carboplatin	6	1	2	20	34	11
Carboplatin	6	1	2	20	36	8
Carboplatin	6	1	2	50	108	68
Carboplatin	6	1	2	50	60	39
Carboplatin	6	1	2	50	64	36
Carboplatin	6	1	2	50	67	42
Carboplatin	6	1	2	50	66	41
Carboplatin	6	1	2	50	57	36
Carboplatin	6	1	2	50	59	28
Carboplatin	6	1	3	10	27	10
Carboplatin	6	1	3	10	17	9
Carboplatin	6	1	3	10	10	8
Carboplatin	6	1	3	10	13	11
Carboplatin	6	1	3	10	7	7
Carboplatin	6	1	3	10	10	13
Carboplatin	6	1	3	10	11	11
Carboplatin	6	1	3	100	4	8
Carboplatin	6	1	3	100	11	3
Carboplatin	6	1	3	100	12	18
Carboplatin	6	1	3	100	20	13
Carboplatin	6	1	3	100	9	12
Carboplatin	6	1	3	100	2	9
Carboplatin	6	1	3	100	5	1
Carboplatin	6	1	3	20	46	21
Carboplatin	6	1	3	20	39	24
Carboplatin	6	1	3	20	48	27
Carboplatin	6	1	3	20	37	22
Carboplatin	6	1	3	20	14	17
Carboplatin	6	1	3	20	27	20
Carboplatin	6	1	3	20	15	7
Carboplatin	6	1	3	50	69	34
Carboplatin	6	1	3	50	80	31
Carboplatin	6	1	3	50	86	32
Carboplatin	6	1	3	50	98	10
Carboplatin	6	1	3	50	44	20
Carboplatin	6	1	3	50	20	6
Control	6	1	0	0	31	73
Control	6	1	0	0	20	69
Control	6	1	0	0	18	66
Control	6	1	0	0	16	68
Control	6	1	0	0	18	58
Control	6	1	0	0	14	69
Control	6	1	0	0	26	58
Control	6	1	0	0	21	58
Control	6	1	0	0	14	60
Control	6	1	1	0	8	26
Control	6	1	1	0	12	21
Control	6	1	1	0	8	22
Control	6	1	1	0	6	13
Control	6	1	1	0	9	21
Control	6	1	1	0	3	11
Control	6	1	1	0	8	22
Control	6	1	1	0	1	16
Control	6	1	1	0	2	9
Control	6	1	2	0	2	11
Control	6	1	2	0	2	5
Control	6	1	2	0	9	10
Control	6	1	2	0	14	12
Control	6	1	2	0	38	22
Control	6	1	2	0	41	28
Control	6	1	2	0	42	28
Control	6	1	3	0	41	30
Control	6	1	3	0	46	70
Control	6	1	3	0	43	88
Control	6	1	3	0	35	102
Control	6	1	3	0	30	98
Control	6	1	3	0	57	87
Control	6	1	3	0	39	101
Control	6	2	0	0	38	51
Control	6	2	0	0	30	78
Control	6	2	0	0	30	66
Control	6	2	0	0	36	62
Control	6	2	0	0	43	78
Control	6	2	0	0	46	70
Control	6	2	0	0	35	48
Control	6	2	0	0	39	58
Control	6	2	0	0	53	64
Control	6	2	2	0	38	42
Control	6	2	2	0	36	45
Control	6	2	2	0	35	31
Control	6	2	2	0	28	47
Control	6	2	2	0	38	52
Control	6	2	2	0	39	33
Control	6	2	2	0	28	40
Control	6	2	2	0	36	43
Control	6	2	3	0	6	56
Control	6	2	3	0	15	76
Control	6	2	3	0	18	83
Control	6	2	3	0	13	63
Control	6	2	3	0	16	69
Control	6	2	3	0	2	67
Control	6	2	3	0	12	64
Carboplatin	7	1	1	10	21	29
Carboplatin	7	1	1	10	26	30
Carboplatin	7	1	1	10	27	31
Carboplatin	7	1	1	10	16	36
Carboplatin	7	1	1	10	33	40
Carboplatin	7	1	1	10	22	48
Carboplatin	7	1	1	10	23	35
Carboplatin	7	1	1	10	23	37
Carboplatin	7	1	1	10	7	17
Carboplatin	7	1	1	100	19	28
Carboplatin	7	1	1	100	17	35
Carboplatin	7	1	1	100	13	39
Carboplatin	7	1	1	100	7	28
Carboplatin	7	1	1	100	20	22
Carboplatin	7	1	1	100	22	38
Carboplatin	7	1	1	100	19	16
Carboplatin	7	1	1	100	10	38
Carboplatin	7	1	1	100	23	23
Carboplatin	7	1	1	20	27	27
Carboplatin	7	1	1	20	25	30
Carboplatin	7	1	1	20	41	34
Carboplatin	7	1	1	20	31	28
Carboplatin	7	1	1	20	52	44
Carboplatin	7	1	1	20	52	42
Carboplatin	7	1	1	20	33	38
Carboplatin	7	1	1	20	49	40
Carboplatin	7	1	1	50	35	41
Carboplatin	7	1	1	50	46	42
Carboplatin	7	1	1	50	36	38
Carboplatin	7	1	1	50	36	46
Carboplatin	7	1	1	50	34	54
Carboplatin	7	1	1	50	38	36
Carboplatin	7	1	1	50	29	36
Carboplatin	7	1	1	50	32	45
Carboplatin	7	1	1	50	42	57
Carboplatin	7	1	2	10	17	14
Carboplatin	7	1	2	10	10	22
Carboplatin	7	1	2	10	7	27
Carboplatin	7	1	2	10	10	25
Carboplatin	7	1	2	100	1	1
Carboplatin	7	1	2	100	1	1
Carboplatin	7	1	2	100	2	1
Carboplatin	7	1	2	20	84	49
