Drug	Tumor	Replica	Day	Concentration	N_Dead	N_Live
Control	4	1	0	0	18	133
Control	4	1	0	0	41	194
Control	4	1	0	0	45	206
Control	4	1	0	0	45	203
Control	4	1	0	0	33	183
Control	4	1	0	0	36	159
Control	4	1	0	0	32	167
Control	4	1	0	0	32	157
Control	4	1	0	0	26	117
Control	4	1	1	0	48	115
Control	4	1	1	0	46	117
Control	4	1	1	0	49	109
Control	4	1	1	0	31	100
Control	4	1	1	0	29	81
Control	4	1	1	0	29	82
Control	4	1	1	0	20	87
Control	4	1	1	0	41	88
Control	4	1	2	0	13	47
Control	4	1	2	0	17	58
Control	4	1	2	0	14	84
Control	4	1	2	0	16	75
Control	4	1	2	0	17	80
Control	4	1	2	0	13	65
Control	4	1	2	0	11	57
Control	4	1	2	0	16	53
Control	4	1	3	0	11	33
Control	4	1	3	0	8	17
Control	4	1	3	0	13	31
Control	4	1	3	0	13	20
Control	4	1	3	0	9	18
Control	4	1	3	0	4	24
Control	4	1	3	0	6	9
Control	4	1	3	0	11	16
Control	4	1	3	0	13	11
Control	4	2	0	0	2	105
Control	4	2	0	0	1	66
Control	4	2	0	0	2	63
Control	4	2	0	0	1	67
Control	4	2	0	0	1	40
Control	4	2	0	0	2	45
Control	4	2	0	0	1	45
Control	4	2	1	0	21	75
Control	4	2	1	0	27	90
Control	4	2	1	0	25	105
Control	4	2	1	0	43	113
Control	4	2	1	0	48	124
Control	4	2	1	0	23	115
Control	4	2	1	0	20	86
Control	4	2	1	0	23	80
Control	4	2	2	0	38	129
Control	4	2	2	0	47	132
Control	4	2	2	0	45	146
Control	4	2	2	0	33	125
Control	4	2	2	0	22	133
Control	4	2	2	0	20	118
Control	4	2	2	0	5	106
Control	4	2	2	0	3	107
Control	4	2	3	0	17	37
Control	4	2	3	0	15	29
Control	4	2	3	0	11	34
Control	4	2	3	0	11	21
Control	4	2	3	0	10	22
Control	4	2	3	0	11	27
Control	4	2	3	0	10	29
Control	4	2	3	0	8	16
Control	4	2	3	0	12	18
Control	5	1	0	0	46	55
Control	5	1	0	0	8	46
Control	5	1	0	0	8	56
Control	5	1	0	0	1	42
Control	5	1	0	0	8	48
Control	5	1	0	0	9	53
Control	5	1	0	0	12	54
Control	5	1	0	0	19	51
Control	5	1	0	0	38	40
Control	5	1	1	0	19	52
Control	5	1	1	0	23	46
Control	5	1	1	0	39	48
Control	5	1	1	0	43	55
Control	5	1	1	0	33	65
Control	5	1	1	0	55	82
Control	5	1	1	0	34	61
Control	5	1	1	0	23	40
Control	5	1	2	0	6	7
Control	5	1	2	0	11	9
Control	5	1	2	0	6	6
Control	5	1	2	0	6	10
Control	5	1	2	0	8	6
Control	5	1	2	0	4	5
Control	5	1	2	0	7	10
Control	5	1	2	0	4	4
Control	5	1	2	0	5	4
Control	5	1	3	0	4	5
Control	5	1	3	0	5	8
Control	5	1	3	0	8	1
Control	5	1	3	0	3	3
Control	5	1	3	0	5	9
Control	5	1	3	0	13	4
Control	7	1	0	0	21	174
Control	7	1	0	0	28	135
Control	7	1	0	0	23	111
Control	7	1	0	0	18	109
Control	7	1	0	0	13	114
Control	7	1	0	0	12	125
Control	7	1	0	0	18	147
Control	7	1	0	0	17	129
Control	7	1	0	0	19	139
Control	7	1	1	0	16	33
Control	7	1	1	0	9	35
Control	7	1	1	0	10	33
Control	7	1	1	0	23	36
Control	7	1	1	0	12	32
Control	7	1	1	0	16	36
Control	7	1	1	0	13	32
Control	7	1	1	0	9	21
Control	7	1	1	0	6	21
Control	7	1	2	0	55	42
Control	7	1	2	0	29	26
Control	7	1	2	0	18	27
Control	7	1	2	0	24	22
Control	7	1	2	0	16	35
Control	7	1	2	0	14	25
Control	7	1	2	0	9	17
Control	7	1	2	0	10	16
Control	7	1	2	0	21	22
Control	7	1	3	0	18	24
Control	7	1	3	0	30	31
Control	7	1	3	0	22	24
Control	7	1	3	0	25	28
Control	7	1	3	0	22	25
Control	7	1	3	0	25	24
Control	7	1	3	0	9	27
Control	7	1	3	0	28	34
Control	7	1	3	0	21	29
Control	7	1	4	0	12	10
Control	7	1	4	0	7	5
Control	7	1	4	0	6	5
Control	7	1	4	0	13	7
Control	7	1	4	0	7	4
Control	7	1	4	0	2	6
Control	7	1	4	0	4	3
Control	7	1	4	0	3	8
Control	7	1	4	0	5	4
Control	7	2	0	0	64	146
Control	7	2	0	0	60	118
Control	7	2	0	0	67	115
Control	7	2	0	0	78	121
Control	7	2	0	0	68	129
Control	7	2	0	0	46	125
Control	7	2	0	0	86	147
Control	7	2	0	0	68	141
Control	7	2	0	0	59	182
