Drug	Tumor	Replica	Day	Concentration	N_Dead	N_Live
Control	20	1	0	0	20	269
Control	20	1	0	0	37	247
Control	20	1	0	0	31	258
Control	20	1	0	0	27	239
Control	20	1	0	0	20	216
Control	20	1	0	0	17	204
Control	20	1	0	0	20	210
Control	20	1	0	0	20	205
Control	20	1	0	0	20	239
Control	20	2	0	0	33	245
Control	20	2	0	0	22	216
Control	20	2	0	0	12	197
Control	20	2	0	0	20	211
Control	20	2	0	0	14	183
Control	20	2	0	0	15	206
Control	20	2	0	0	18	214
Control	20	2	0	0	18	209
Control	20	2	0	0	35	196
Control	20	1	2	0	19	83
Control	20	1	2	0	34	99
Control	20	1	2	0	34	97
Control	20	1	2	0	55	96
Control	20	1	2	0	54	80
Control	20	1	2	0	33	84
Control	20	1	2	0	50	71
Control	20	1	2	0	58	99
Control	20	1	2	0	71	111
Control	20	2	2	0	165	177
Control	20	2	2	0	144	151
Control	20	2	2	0	149	141
Control	20	2	2	0	138	162
Control	20	2	2	0	172	143
Control	20	2	2	0	115	166
Control	20	2	2	0	200	182
Control	20	2	2	0	113	152
Control	20	2	2	0	144	170
Control	20	1	3	0	256	284
Control	20	1	3	0	95	158
Control	20	1	3	0	63	139
Control	20	1	3	0	42	136
Control	20	1	3	0	28	130
Control	20	1	3	0	10	119
Control	20	1	3	0	13	105
Control	20	1	3	0	17	114
Control	20	1	3	0	42	107
Control	20	2	3	0	36	157
Control	20	2	3	0	28	179
Control	20	2	3	0	31	163
Control	20	2	3	0	55	146
Control	20	2	3	0	43	166
Control	20	2	3	0	55	159
Control	20	2	3	0	58	169
Control	20	2	3	0	59	186
Control	20	2	3	0	69	172
Control	20	1	4	0	28	111
Control	20	1	4	0	28	91
Control	20	1	4	0	14	73
Control	20	1	4	0	13	66
Control	20	1	4	0	9	68
Control	20	1	4	0	9	78
Control	20	1	4	0	41	68
Control	20	1	4	0	26	69
Control	20	1	4	0	20	63
Control	20	2	4	0	39	64
Control	20	2	4	0	19	63
Control	20	2	4	0	11	59
Control	20	2	4	0	22	50
Control	20	2	4	0	35	43
Control	20	2	4	0	32	36
Control	20	2	4	0	23	55
Control	20	2	4	0	37	64
Control	20	2	4	0	42	75
Control	21	1	0	0	17	306
Control	21	1	0	0	11	235
Control	21	1	0	0	2	284
Control	21	1	0	0	7	297
Control	21	1	0	0	3	263
Control	21	1	0	0	3	252
Control	21	1	0	0	5	277
Control	21	1	0	0	8	316
Control	21	1	0	0	11	272
Control	21	2	0	0	11	272
Control	21	2	0	0	6	284
Control	21	2	0	0	7	323
Control	21	2	0	0	4	314
Control	21	2	0	0	16	310
Control	21	2	0	0	5	275
Control	21	2	0	0	9	312
Control	21	2	0	0	9	313
Control	21	2	0	0	14	321
Control	21	1	1	0	89	280
Control	21	1	1	0	82	282
Control	21	1	1	0	86	243
Control	21	1	1	0	91	273
Control	21	1	1	0	65	262
Control	21	1	1	0	63	231
Control	21	1	1	0	86	251
Control	21	1	1	0	57	234
Control	21	1	1	0	80	241
Control	21	2	1	0	11	117
Control	21	2	1	0	21	148
Control	21	2	1	0	19	152
Control	21	2	1	0	30	156
Control	21	2	1	0	31	161
Control	21	2	1	0	28	175
Control	21	2	1	0	28	206
Control	21	2	1	0	27	163
Control	21	2	1	0	25	193
Control	21	1	2	0	241	271
Control	21	1	2	0	269	306
Control	21	1	2	0	227	258
Control	21	1	2	0	228	269
Control	21	1	2	0	220	292
Control	21	1	2	0	179	237
Control	21	1	2	0	190	241
Control	21	1	2	0	154	242
Control	21	1	2	0	164	247
Control	21	2	2	0	110	224
Control	21	2	2	0	180	236
Control	21	2	2	0	208	287
Control	21	2	2	0	188	239
Control	21	2	2	0	186	255
Control	21	2	2	0	178	262
Control	21	2	2	0	206	265
Control	21	2	2	0	209	308
Control	21	2	2	0	263	305
Control	21	1	3	0	104	230
Control	21	1	3	0	64	206
Control	21	1	3	0	61	185
Control	21	1	3	0	62	209
Control	21	1	3	0	45	192
Control	21	1	3	0	56	170
Control	21	1	3	0	51	165
Control	21	1	3	0	36	178
Control	21	1	3	0	42	173
Control	21	2	3	0	69	200
Control	21	2	3	0	116	251
Control	21	2	3	0	157	207
Control	21	2	3	0	155	224
Control	21	2	3	0	152	265
Control	21	2	3	0	179	217
Control	21	2	3	0	185	236
Control	21	2	3	0	199	216
Control	21	2	3	0	191	232
Control	21	1	4	0	19	120
Control	21	1	4	0	18	117
Control	21	1	4	0	70	101
Control	21	1	4	0	66	107
Control	21	1	4	0	79	101
Control	21	1	4	0	64	104
Control	21	1	4	0	44	74
Control	21	1	4	0	38	93
Control	21	1	4	0	84	116
Control	21	2	4	0	277	174
Control	21	2	4	0	247	161
Control	21	2	4	0	210	161
Control	21	2	4	0	155	135
Control	21	2	4	0	262	186
Control	21	2	4	0	93	135
Control	21	2	4	0	94	141
Control	21	2	4	0	173	172
Control	21	2	4	0	116	146
Control	22	1	0	0	45	456
Control	22	1	0	0	31	425
Control	22	1	0	0	27	355
Control	22	1	0	0	16	397
Control	22	1	0	0	12	404
Control	22	1	0	0	27	367
Control	22	1	0	0	16	354
Control	22	1	0	0	39	418
Control	22	1	0	0	82	393
Control	22	2	0	0	24	374
Control	22	2	0	0	47	374
Control	22	2	0	0	31	308
Control	22	2	0	0	31	356
Control	22	2	0	0	34	393
Control	22	2	0	0	39	393
Control	22	2	0	0	27	399
Control	22	2	0	0	38	361
Control	22	2	0	0	38	428
Control	22	1	1	0	33	92
Control	22	1	1	0	20	80
Control	22	1	1	0	8	26
Control	22	1	1	0	16	87
Control	22	1	1	0	20	87
Control	22	1	1	0	25	94
Control	22	1	1	0	30	96
Control	22	1	1	0	32	119
Control	22	1	1	0	49	113
Control	22	2	1	0	41	111
Control	22	2	1	0	22	74
Control	22	2	1	0	13	99
Control	22	2	1	0	19	59
Control	22	2	1	0	18	74
Control	22	2	1	0	17	68
Control	22	2	1	0	18	59
Control	22	2	1	0	15	47
Control	22	2	1	0	23	75
Control	22	1	2	0	42	161
Control	22	1	2	0	86	161
Control	22	1	2	0	99	124
Control	22	1	2	0	81	113
Control	22	1	2	0	71	128
Control	22	1	2	0	66	152
Control	22	1	2	0	83	109
Control	22	1	2	0	40	126
Control	22	2	2	0	18	94
Control	22	2	2	0	30	111
Control	22	2	2	0	39	96
Control	22	2	2	0	44	112
Control	22	2	2	0	38	109
Control	22	2	2	0	33	100
Control	22	2	2	0	39	121
Control	22	2	2	0	47	122
Control	22	2	2	0	48	112
Control	22	1	3	0	63	145
Control	22	1	3	0	54	149
Control	22	1	3	0	42	158
Control	22	1	3	0	28	131
Control	22	1	3	0	14	106
Control	22	1	3	0	44	103
Control	22	1	3	0	27	94
Control	22	1	3	0	33	97
Control	22	1	3	0	42	117
Control	22	2	3	0	18	70
Control	22	2	3	0	30	92
Control	22	2	3	0	26	85
Control	22	2	3	0	40	122
Control	22	2	3	0	39	103
Control	22	2	3	0	58	107
Control	22	2	3	0	71	125
Control	22	1	4	0	4	22
Control	22	1	4	0	19	44
Control	22	1	4	0	29	58
Control	22	1	4	0	42	64
Control	22	1	4	0	80	112
Control	22	1	4	0	98	121
Control	22	1	4	0	79	118
Control	22	1	4	0	79	139
Control	22	1	4	0	92	150
Control	22	2	4	0	66	134
Control	22	2	4	0	102	134
Control	22	2	4	0	40	87
Control	22	2	4	0	42	57
Control	22	2	4	0	27	41
Control	22	2	4	0	29	42
Control	22	2	4	0	85	124
Control	23	1	0	0	105	363
Control	23	1	0	0	125	377
Control	23	1	0	0	124	382
Control	23	1	0	0	130	384
Control	23	1	0	0	120	389
Control	23	1	0	0	130	380
Control	23	1	0	0	147	390
Control	23	1	0	0	125	387
Control	23	1	0	0	131	377
Control	23	2	0	0	109	368
Control	23	2	0	0	105	368
Control	23	2	0	0	121	392
Control	23	2	0	0	108	384
Control	23	2	0	0	106	404
Control	23	2	0	0	97	360
Control	23	2	0	0	74	392
Control	23	2	0	0	99	391
Control	23	2	0	0	68	387
Control	23	1	1	0	134	162
Control	23	1	1	0	110	224
Control	23	1	1	0	102	184
Control	23	1	1	0	145	207
Control	23	1	1	0	106	176
Control	23	1	1	0	109	179
Control	23	1	1	0	122	185
Control	23	1	1	0	99	182
Control	23	1	1	0	104	178
Control	23	2	1	0	149	252
Control	23	2	1	0	90	159
Control	23	2	1	0	55	148
Control	23	2	1	0	40	137
Control	23	2	1	0	21	87
Control	23	2	1	0	16	44
Control	23	1	2	0	54	198
Control	23	1	2	0	60	159
Control	23	1	2	0	94	182
Control	23	1	2	0	104	189
Control	23	1	2	0	77	196
Control	23	1	2	0	99	151
Control	23	1	2	0	99	192
Control	23	1	2	0	87	180
Control	23	1	2	0	75	161
Control	23	2	2	0	27	182
Control	23	2	2	0	65	166
Control	23	2	2	0	69	187
Control	23	2	2	0	79	171
Control	23	2	2	0	93	202
Control	23	2	2	0	110	215
Control	23	2	2	0	100	221
Control	23	2	2	0	82	226
Control	23	2	2	0	80	229
Control	23	1	3	0	76	163
Control	23	1	3	0	200	189
Control	23	1	3	0	201	202
Control	23	1	3	0	202	183
Control	23	1	3	0	142	203
Control	23	1	3	0	111	148
Control	23	1	3	0	167	192
Control	23	1	3	0	167	176
Control	23	1	3	0	88	134
Control	23	2	3	0	100	118
Control	23	2	3	0	68	122
Control	23	2	3	0	59	86
Control	23	2	3	0	72	122
Control	23	2	3	0	89	116
Control	23	2	3	0	109	144
Control	23	2	3	0	176	175
Control	23	1	4	0	260	184
Control	23	1	4	0	103	103
Control	23	1	4	0	77	114
Control	23	1	4	0	64	111
Control	23	1	4	0	139	146
Control	23	1	4	0	229	189
Control	23	1	4	0	83	123
Control	23	1	4	0	80	85
Control	23	1	4	0	97	99
Control	23	2	4	0	200	123
Control	23	2	4	0	128	144
Control	23	2	4	0	118	111
Control	23	2	4	0	172	143
Control	23	2	4	0	161	128
Control	23	2	4	0	154	134
Control	23	2	4	0	186	179
Control	23	2	4	0	345	228
Control	23	2	4	0	181	153
Control	16	1	0	0	69	283
Control	16	1	0	0	56	281
Control	16	1	0	0	72	305
Control	16	1	0	0	63	304
Control	16	1	0	0	61	318
Control	16	1	0	0	75	317
Control	16	1	0	0	84	363
Control	16	1	0	0	57	335
Control	16	1	1	0	20	153
Control	16	1	1	0	16	241
Control	16	1	1	0	18	220
Control	16	1	1	0	15	248
Control	16	1	1	0	31	186
Control	16	1	1	0	14	220
Control	16	1	1	0	31	254
Control	16	1	1	0	26	305
Control	16	1	1	0	21	276
Control	16	1	1	0	33	251
