Drug	Tumor	Replica	Day	Concentration	N_Dead	N_Live
5FU	6	2	1	1	31	27
5FU	6	2	1	1	35	45
5FU	6	2	1	1	45	70
5FU	6	2	1	1	55	75
5FU	6	2	1	1	62	59
5FU	6	2	1	1	38	58
5FU	6	2	1	1	67	69
5FU	6	2	1	10	3	13
5FU	6	2	1	10	6	13
5FU	6	2	1	10	13	25
5FU	6	2	1	10	5	12
5FU	6	2	1	10	6	10
5FU	6	2	1	10	12	7
5FU	6	2	1	10	7	12
5FU	6	2	1	10	7	12
5FU	6	2	1	10	2	6
5FU	6	2	2	1	11	22
5FU	6	2	2	1	23	36
5FU	6	2	2	1	14	21
5FU	6	2	2	1	25	31
5FU	6	2	2	1	20	25
5FU	6	2	2	10	37	119
5FU	6	2	2	10	22	89
5FU	6	2	2	10	19	73
5FU	6	2	2	10	8	44
5FU	6	2	2	10	10	53
5FU	6	2	2	10	6	51
5FU	6	2	2	10	3	45
5FU	6	2	3	10	2	10
5FU	6	2	3	10	1	7
5FU	6	2	3	10	2	3
5FU	6	2	3	10	1	7
5FU	6	2	3	10	3	6
5FU	6	2	3	10	4	4
5FU	6	2	3	10	3	5
5FU	6	2	3	10	3	26
Control	6	1	0	0	31	73
Control	6	1	0	0	20	69
Control	6	1	0	0	18	66
Control	6	1	0	0	16	68
Control	6	1	0	0	18	58
Control	6	1	0	0	14	69
Control	6	1	0	0	26	58
Control	6	1	0	0	21	58
Control	6	1	0	0	14	60
Control	6	1	1	0	8	26
Control	6	1	1	0	12	21
Control	6	1	1	0	8	22
Control	6	1	1	0	6	13
Control	6	1	1	0	9	21
Control	6	1	1	0	3	11
Control	6	1	1	0	8	22
Control	6	1	1	0	1	16
Control	6	1	1	0	2	9
Control	6	1	2	0	2	11
Control	6	1	2	0	2	5
Control	6	1	2	0	9	10
Control	6	1	2	0	14	12
Control	6	1	2	0	38	22
Control	6	1	2	0	41	28
Control	6	1	2	0	42	28
Control	6	1	3	0	41	30
Control	6	1	3	0	46	70
Control	6	1	3	0	43	88
Control	6	1	3	0	35	102
Control	6	1	3	0	30	98
Control	6	1	3	0	57	87
Control	6	1	3	0	39	101
Control	6	2	0	0	38	51
Control	6	2	0	0	30	78
Control	6	2	0	0	30	66
Control	6	2	0	0	36	62
Control	6	2	0	0	43	78
Control	6	2	0	0	46	70
Control	6	2	0	0	35	48
Control	6	2	0	0	39	58
Control	6	2	0	0	53	64
Control	6	2	2	0	38	42
Control	6	2	2	0	36	45
Control	6	2	2	0	35	31
Control	6	2	2	0	28	47
Control	6	2	2	0	38	52
Control	6	2	2	0	39	33
Control	6	2	2	0	28	40
Control	6	2	2	0	36	43
Control	6	2	3	0	6	56
Control	6	2	3	0	15	76
Control	6	2	3	0	18	83
Control	6	2	3	0	13	63
Control	6	2	3	0	16	69
Control	6	2	3	0	2	67
Control	6	2	3	0	12	64
5FU	7	1	1	1	35	52
5FU	7	1	1	1	17	33
5FU	7	1	1	1	24	34
5FU	7	1	1	1	24	36
5FU	7	1	1	1	13	29
5FU	7	1	1	1	45	40
5FU	7	1	1	1	52	59
5FU	7	1	1	10	25	30
5FU	7	1	1	10	6	21
5FU	7	1	1	10	13	17
5FU	7	1	1	10	44	63
5FU	7	1	1	10	7	16
5FU	7	1	1	10	11	31
5FU	7	1	1	10	10	23
5FU	7	1	1	20	34	51
5FU	7	1	1	20	34	44
5FU	7	1	1	20	37	48
5FU	7	1	1	20	19	39
5FU	7	1	1	20	14	32
5FU	7	1	1	20	15	30
5FU	7	1	1	20	11	28
5FU	7	1	1	20	19	41
5FU	7	1	1	50	25	41
5FU	7	1	1	50	22	37
5FU	7	1	1	50	28	44
5FU	7	1	1	50	58	85
5FU	7	1	1	50	35	41
5FU	7	1	1	50	44	46
5FU	7	1	1	50	37	49
5FU	7	1	1	50	30	34
5FU	7	1	1	50	24	49
5FU	7	1	2	1	90	82
5FU	7	1	2	1	93	83
5FU	7	1	2	1	112	113
5FU	7	1	2	1	93	77
5FU	7	1	2	10	82	40
5FU	7	1	2	10	12	20
5FU	7	1	2	10	19	23
5FU	7	1	2	10	20	56
5FU	7	1	2	10	29	35
5FU	7	1	2	10	41	30
5FU	7	1	2	20	50	21
5FU	7	1	2	20	32	49
5FU	7	1	2	20	38	54
5FU	7	1	2	20	34	59
5FU	7	1	2	20	45	31
5FU	7	1	2	20	92	68
5FU	7	1	2	50	17	21
5FU	7	1	2	50	5	13
5FU	7	1	2	50	2	12
5FU	7	1	2	50	11	16
5FU	7	1	2	50	11	16
5FU	7	1	2	50	6	20
5FU	7	1	2	50	23	22
5FU	7	1	3	10	52	75
5FU	7	1	3	10	11	37
5FU	7	1	3	10	18	61
5FU	7	1	3	10	43	53
5FU	7	1	3	50	66	34
5FU	7	1	3	50	43	43
5FU	7	1	3	50	32	1
5FU	7	1	3	50	33	26
5FU	7	1	3	50	22	26
5FU	7	1	3	50	36	56
5FU	7	1	3	50	44	62
5FU	7	2	1	1	61	69
5FU	7	2	1	1	70	54
5FU	7	2	1	1	52	59
5FU	7	2	1	1	49	52
5FU	7	2	1	1	46	64
5FU	7	2	1	1	84	70
5FU	7	2	1	1	58	54
5FU	7	2	1	1	52	57
5FU	7	2	1	10	34	57
5FU	7	2	1	10	15	21
5FU	7	2	1	10	21	30
5FU	7	2	1	10	17	27
5FU	7	2	1	10	5	30
5FU	7	2	1	10	15	33
5FU	7	2	1	10	13	26
5FU	7	2	1	10	10	21
Control	7	1	0	0	11	28
Control	7	1	0	0	15	38
Control	7	1	0	0	25	50
Control	7	1	0	0	69	65
Control	7	1	0	0	72	81
Control	7	1	0	0	29	83
Control	7	1	0	0	47	108
Control	7	1	0	0	41	93
Control	7	1	0	0	37	62
Control	7	1	1	0	39	39
Control	7	1	1	0	30	44
Control	7	1	1	0	29	32
Control	7	1	1	0	30	38
Control	7	1	1	0	28	40
Control	7	1	1	0	27	39
Control	7	1	1	0	36	33
Control	7	1	1	0	18	23
Control	7	1	1	0	15	20
Control	7	1	2	0	36	75
Control	7	1	2	0	24	35
Control	7	1	2	0	23	66
Control	7	1	2	0	22	56
Control	7	1	2	0	38	52
Control	7	1	2	0	47	54
Control	7	1	2	0	75	46
Control	7	1	2	0	96	65
Control	7	2	0	0	46	69
Control	7	2	0	0	71	66
Control	7	2	0	0	46	56
Control	7	2	0	0	35	84
Control	7	2	0	0	63	78
Control	7	2	0	0	48	71
Control	7	2	0	0	36	67
Control	7	2	0	0	55	76
Control	7	2	0	0	46	64
Control	7	2	1	0	40	45
Control	7	2	1	0	28	31
Control	7	2	1	0	24	30
Control	7	2	1	0	15	24
Control	7	2	1	0	44	49
Control	7	2	1	0	11	18
Control	7	2	1	0	10	16
Control	7	2	1	0	19	38
Control	7	2	2	0	92	117
Control	7	2	2	0	23	72
Control	7	2	2	0	21	78
Control	7	2	2	0	41	98
Control	7	2	2	0	29	70
Control	7	2	2	0	50	124
Control	7	2	2	0	43	94
Control	7	1	3	0	18	79
Control	7	1	3	0	17	28
Control	7	1	3	0	20	50
Control	7	1	3	0	21	47
Control	7	1	3	0	10	34
Control	7	2	3	0	15	56
Control	7	2	3	0	1	40
Control	7	2	3	0	17	93
Control	7	2	3	0	30	84
Control	7	2	3	0	26	86
Control	7	2	3	0	27	31
Control	7	2	3	0	55	162
5FU	8	1	4	1	34	51
5FU	8	1	4	1	23	51
5FU	8	1	4	1	18	36
5FU	8	1	4	1	15	27
5FU	8	1	4	1	30	34
5FU	8	1	4	1	41	37
5FU	8	1	4	10	1	2
5FU	8	1	4	10	13	17
5FU	8	1	4	10	38	34
5FU	8	1	4	10	12	13
5FU	8	1	4	10	3	8
5FU	8	1	4	10	29	27
5FU	8	1	4	10	68	56
5FU	8	1	4	10	90	77
5FU	8	1	4	20	86	87
5FU	8	1	4	20	83	71
5FU	8	1	4	20	102	83
5FU	8	1	4	20	55	53
5FU	8	1	4	20	52	53
5FU	8	1	4	20	59	48
5FU	8	1	4	20	35	20
5FU	8	1	4	20	59	37
5FU	8	1	4	50	37	25
5FU	8	1	4	50	42	29
5FU	8	1	4	50	36	23
5FU	8	1	4	50	41	23
5FU	8	1	4	50	32	28
5FU	8	1	4	50	25	14
5FU	8	1	4	50	16	13
5FU	8	2	4	1	39	46
5FU	8	2	4	1	41	36
5FU	8	2	4	1	24	50
5FU	8	2	4	1	17	31
5FU	8	2	4	1	17	24
5FU	8	2	4	1	14	32
5FU	8	2	4	1	8	23
5FU	8	2	4	10	107	91
5FU	8	2	4	10	91	108
5FU	8	2	4	10	64	54
5FU	8	2	4	10	66	74
5FU	8	2	4	10	43	58
5FU	8	2	4	10	78	95
5FU	8	2	4	10	94	77
5FU	8	2	4	20	73	48
5FU	8	2	4	20	63	46
5FU	8	2	4	20	10	24
5FU	8	2	4	20	21	25
5FU	8	2	4	20	25	21
5FU	8	2	4	20	21	29
5FU	8	2	4	20	5	11
5FU	8	2	4	20	3	5
5FU	8	2	4	50	11	11
5FU	8	2	4	50	11	11
5FU	8	2	4	50	8	10
5FU	8	2	4	50	10	8
5FU	8	2	4	50	8	6
5FU	8	2	4	50	9	8
5FU	8	2	4	50	12	7
5FU	8	2	4	50	5	4
Control	8	1	0	0	63	134
Control	8	1	0	0	97	187
Control	8	1	0	0	67	143
Control	8	1	0	0	58	150
Control	8	1	0	0	55	144
Control	8	1	0	0	40	144
Control	8	1	0	0	42	115
Control	8	1	0	0	53	99
Control	8	1	0	0	50	119
Control	9	1	4	0	8	26
Control	9	1	4	0	31	43
Control	9	1	4	0	11	20
Control	9	1	4	0	10	21
Control	9	1	4	0	47	69
Control	9	1	4	0	23	41
Control	9	1	4	0	25	48
Control	9	1	4	0	21	42
Control	9	1	4	0	18	40
Control	8	2	4	0	3	3
Control	8	2	4	0	5	15
Control	8	2	4	0	10	17
Control	8	2	4	0	14	24
Control	8	2	4	0	16	17
Control	8	2	4	0	9	23
Control	8	2	4	0	15	22
Control	8	2	4	0	14	19
5FU	9	1	4	1	19	55
5FU	9	1	4	1	28	55
5FU	9	1	4	1	24	64
5FU	9	1	4	1	15	35
5FU	9	1	4	1	14	45
5FU	9	1	4	1	19	33
5FU	9	1	4	1	26	43
5FU	9	1	4	1	17	45
5FU	9	1	4	10	44	52
5FU	9	1	4	10	54	65
5FU	9	1	4	10	28	34
5FU	9	1	4	10	20	37
5FU	9	1	4	10	10	15
5FU	9	1	4	10	14	19
5FU	9	1	4	10	38	43
5FU	9	1	4	10	54	64
5FU	9	1	4	20	4	6
5FU	9	1	4	20	2	8
5FU	9	1	4	20	2	9
5FU	9	1	4	20	3	13
5FU	9	1	4	20	5	20
5FU	9	1	4	20	8	19
5FU	9	1	4	20	10	15
5FU	9	1	4	20	28	36
5FU	9	1	4	20	19	37
5FU	9	2	4	1	17	39
5FU	9	2	4	1	13	43
5FU	9	2	4	1	16	49
5FU	9	2	4	1	13	37
5FU	9	2	4	1	11	34
5FU	9	2	4	1	8	24
5FU	9	2	4	1	16	39
5FU	9	2	4	1	38	77
5FU	9	2	4	10	71	81
5FU	9	2	4	10	67	77
5FU	9	2	4	10	72	76
5FU	9	2	4	10	42	51
5FU	9	2	4	10	61	60
5FU	9	2	4	10	64	72
5FU	9	2	4	10	72	69
5FU	9	2	4	20	3	3
5FU	9	2	4	20	1	4
5FU	9	2	4	20	2	8
5FU	9	2	4	20	1	4
5FU	9	2	4	20	6	13
5FU	9	2	4	20	2	9
5FU	9	2	4	20	3	20
5FU	9	2	4	20	18	27
5FU	9	2	4	20	9	24
5FU	9	2	4	50	8	16
5FU	9	2	4	50	4	14
5FU	9	2	4	50	7	6
5FU	9	2	4	50	3	2
5FU	9	2	4	50	1	1
Control	9	1	0	0	23	94
Control	9	1	0	0	14	102
Control	9	1	0	0	13	124
Control	9	1	0	0	20	109
Control	9	1	0	0	26	148
Control	9	1	0	0	25	123
Control	9	1	0	0	28	130
Control	9	1	0	0	30	139
Control	9	1	0	0	34	143
Control	9	1	4	0	8	12
Control	9	1	4	0	31	23
Control	9	1	4	0	11	7
Control	9	1	4	0	10	10
Control	9	1	4	0	47	48
Control	9	1	4	0	23	22
Control	9	1	4	0	25	34
Control	9	1	4	0	21	33
Control	9	1	4	0	18	21
Control	9	2	4	0	31	53
Control	9	2	4	0	24	42
Control	9	2	4	0	20	36
Control	9	2	4	0	6	17
Control	9	2	4	0	11	33
Control	9	2	4	0	4	29
Control	9	2	4	0	6	15
Control	9	2	4	0	10	24
