Drug	Tumor	Replica	Day	Concentration	Number_dead	Number_live
Cisplatin	19	1	2	50	153	189
Control	19	1	3	0	79	128
Control	19	1	3	0	31	127
Control	19	1	3	0	22	110
Control	19	1	3	0	13	99
Control	19	1	3	0	9	112
Control	19	1	3	0	23	85
Control	19	1	3	0	16	44
Control	19	1	3	0	48	89
Control	19	2	3	0	178	155
Control	19	2	3	0	163	135
Control	19	2	3	0	177	111
Control	19	2	3	0	264	176
Control	19	2	3	0	267	164
Control	19	2	3	0	279	164
Control	19	2	3	0	279	166
Control	19	2	3	0	279	166
Cisplatin	19	1	3	1	167	159
Cisplatin	19	1	3	1	175	143
Cisplatin	19	1	3	1	187	165
Cisplatin	19	1	3	1	195	154
Cisplatin	19	1	3	1	169	155
Cisplatin	19	1	3	1	189	160
Cisplatin	19	1	3	1	117	134
Cisplatin	19	1	3	1	155	124
Cisplatin	19	1	3	1	117	118
Cisplatin	19	2	3	1	134	147
Cisplatin	19	2	3	1	190	192
Cisplatin	19	2	3	1	217	153
Cisplatin	19	2	3	1	207	178
Cisplatin	19	2	3	1	210	188
Cisplatin	19	2	3	1	194	199
Cisplatin	19	2	3	1	219	176
Cisplatin	19	2	3	1	189	144
Cisplatin	19	2	3	1	172	178
Cisplatin	19	1	3	10	185	166
Cisplatin	19	1	3	10	163	192
Cisplatin	19	1	3	10	233	218
Cisplatin	19	1	3	10	201	178
Cisplatin	19	1	3	10	189	161
Cisplatin	19	1	3	10	163	185
Cisplatin	19	1	3	10	153	163
Cisplatin	19	1	3	10	180	153
Cisplatin	19	1	3	10	111	140
Cisplatin	19	2	3	10	166	127
Cisplatin	19	2	3	10	155	151
Cisplatin	19	2	3	10	174	122
Cisplatin	19	2	3	10	193	136
Cisplatin	19	2	3	10	171	170
Cisplatin	19	2	3	10	187	147
Cisplatin	19	2	3	10	162	136
Cisplatin	19	2	3	10	196	137
Cisplatin	19	2	3	10	169	144
Cisplatin	19	1	3	20	166	103
Cisplatin	19	1	3	20	107	93
Cisplatin	19	1	3	20	83	92
Cisplatin	19	1	3	20	64	79
Cisplatin	19	1	3	20	37	88
Cisplatin	19	1	3	20	73	70
Cisplatin	19	1	3	20	48	93
Cisplatin	19	1	3	20	56	80
Cisplatin	19	1	3	20	68	71
Cisplatin	19	2	3	20	157	128
Cisplatin	19	2	3	20	79	96
Cisplatin	19	2	3	20	61	79
Cisplatin	19	2	3	20	57	76
Cisplatin	19	2	3	20	54	71
Cisplatin	19	2	3	20	23	39
Cisplatin	19	2	3	20	62	92
Cisplatin	19	2	3	20	82	102
Cisplatin	19	2	3	20	131	122
Cisplatin	19	1	3	50	256	77
Cisplatin	19	1	3	50	235	68
Cisplatin	19	1	3	50	255	89
Cisplatin	19	1	3	50	240	73
Cisplatin	19	1	3	50	198	66
Cisplatin	19	1	3	50	279	57
Cisplatin	19	1	3	50	299	86
Cisplatin	19	1	3	50	302	82
Cisplatin	19	1	3	50	196	23
Control	19	1	4	0	8	62
Control	19	1	4	0	9	45
Control	19	1	4	0	6	31
Control	19	1	4	0	7	47
Control	19	1	4	0	9	34
Control	19	1	4	0	14	33
Control	19	1	4	0	10	42
Control	19	1	4	0	15	41
Control	19	1	4	0	15	28
Control	19	2	4	0	26	43
Control	19	2	4	0	19	41
Control	19	2	4	0	20	46
Control	19	2	4	0	19	50
Control	19	2	4	0	29	55
Control	19	2	4	0	15	42
Control	19	2	4	0	14	33
Control	19	2	4	0	18	50
Control	19	2	4	0	25	58
Cisplatin	19	1	4	10	72	63
Cisplatin	19	1	4	10	37	34
Cisplatin	19	1	4	10	62	57
Cisplatin	19	1	4	10	64	50
Cisplatin	19	1	4	10	67	46
Cisplatin	19	1	4	10	42	59
Cisplatin	19	1	4	10	80	55
Cisplatin	19	1	4	10	64	42
Cisplatin	19	1	4	10	65	45
Cisplatin	19	2	4	10	120	72
Cisplatin	19	2	4	10	67	58
Cisplatin	19	2	4	10	59	59
Cisplatin	19	2	4	10	81	67
Cisplatin	19	2	4	10	65	72
Cisplatin	19	2	4	10	53	73
Cisplatin	19	2	4	10	52	79
Cisplatin	19	2	4	10	48	67
Cisplatin	19	2	4	10	45	67
Cisplatin	19	1	4	20	127	54
Cisplatin	19	1	4	20	86	42
Cisplatin	19	1	4	20	100	40
Cisplatin	19	1	4	20	102	51
Cisplatin	19	1	4	20	77	46
Cisplatin	19	1	4	20	64	33
Cisplatin	19	1	4	20	61	36
Cisplatin	19	1	4	20	44	29
Cisplatin	19	1	4	20	44	24
Cisplatin	19	2	4	20	131	52
Cisplatin	19	2	4	20	125	51
Cisplatin	19	2	4	20	148	50
Cisplatin	19	2	4	20	142	60
Cisplatin	19	2	4	20	109	39
Cisplatin	19	2	4	20	155	68
Cisplatin	19	2	4	20	156	85
Cisplatin	19	2	4	20	153	49
Cisplatin	19	2	4	20	182	100
Cisplatin	19	3	4	20	152	81
Cisplatin	19	3	4	20	152	50
Cisplatin	19	3	4	20	162	64
Cisplatin	19	3	4	20	138	82
Cisplatin	19	3	4	20	139	64
Cisplatin	19	3	4	20	120	55
Cisplatin	19	3	4	20	141	51
Cisplatin	19	3	4	20	163	69
Cisplatin	19	3	4	20	163	62
Cisplatin	19	1	4	50	118	5
Cisplatin	19	1	4	50	119	5
Cisplatin	19	1	4	50	124	8
Cisplatin	19	1	4	50	89	10
Cisplatin	19	1	4	50	99	12
Cisplatin	19	1	4	50	130	8
Cisplatin	19	1	4	50	118	30
Cisplatin	19	1	4	50	119	31
Cisplatin	19	1	4	50	124	36
Cisplatin	19	2	4	50	217	29
Cisplatin	19	2	4	50	258	64
Cisplatin	19	2	4	50	240	44
Cisplatin	19	2	4	50	260	39
Cisplatin	19	2	4	50	251	34
Cisplatin	19	2	4	50	242	30
Cisplatin	19	2	4	50	229	27
Cisplatin	19	2	4	50	215	24
Cisplatin	19	2	4	50	242	24
Control	21	1	0	0	17	306
Control	21	1	0	0	11	235
Control	21	1	0	0	2	284
Control	21	1	0	0	7	297
Control	21	1	0	0	3	263
Control	21	1	0	0	3	252
Control	21	1	0	0	5	277
Control	21	1	0	0	8	316
Control	21	1	0	0	11	272
Control	21	2	0	0	11	272
Control	21	2	0	0	6	284
Control	21	2	0	0	7	323
Control	21	2	0	0	4	314
Control	21	2	0	0	16	310
Control	21	2	0	0	5	275
Control	21	2	0	0	9	312
Control	21	2	0	0	9	313
Control	21	2	0	0	14	321
Control	21	1	1	0	89	280
Control	21	1	1	0	82	282
Control	21	1	1	0	86	243
Control	21	1	1	0	91	273
Control	21	1	1	0	65	262
Control	21	1	1	0	63	231
Control	21	1	1	0	86	251
Control	21	1	1	0	57	234
Control	21	1	1	0	80	241
Control	21	2	1	0	11	117
Control	21	2	1	0	21	148
Control	21	2	1	0	19	152
Control	21	2	1	0	30	156
Control	21	2	1	0	31	161
Control	21	2	1	0	28	175
Control	21	2	1	0	28	206
Control	21	2	1	0	27	163
Control	21	2	1	0	25	193
Cisplatin	21	1	1	1	52	236
Cisplatin	21	1	1	1	32	184
Cisplatin	21	1	1	1	43	164
Cisplatin	21	1	1	1	60	204
Cisplatin	21	1	1	1	65	194
Cisplatin	21	1	1	1	54	208
Cisplatin	21	1	1	1	47	197
Cisplatin	21	1	1	1	50	187
Cisplatin	21	1	1	1	55	227
Cisplatin	21	2	1	1	85	249
Cisplatin	21	2	1	1	105	260
Cisplatin	21	2	1	1	103	251
Cisplatin	21	2	1	1	110	245
Cisplatin	21	2	1	1	67	233
Cisplatin	21	2	1	1	79	194
Cisplatin	21	2	1	1	65	209
Cisplatin	21	2	1	1	47	199
Cisplatin	21	2	1	1	32	209
Cisplatin	21	3	1	1	23	184
Cisplatin	21	3	1	1	59	204
Cisplatin	21	3	1	1	67	225
Cisplatin	21	3	1	1	62	248
Cisplatin	21	3	1	1	79	206
Cisplatin	21	3	1	1	82	229
Cisplatin	21	3	1	1	105	209
Cisplatin	21	3	1	1	69	228
Cisplatin	21	3	1	1	67	267
Cisplatin	21	1	1	10	71	199
Cisplatin	21	1	1	10	75	195
Cisplatin	21	1	1	10	104	176
Cisplatin	21	1	1	10	80	146
Cisplatin	21	1	1	10	71	208
Cisplatin	21	1	1	10	82	192
Cisplatin	21	1	1	10	95	167
Cisplatin	21	1	1	10	70	171
Cisplatin	21	1	1	10	86	199
Cisplatin	21	2	1	10	77	258
Cisplatin	21	2	1	10	86	278
Cisplatin	21	2	1	10	94	238
Cisplatin	21	2	1	10	109	274
Cisplatin	21	2	1	10	106	266
Cisplatin	21	2	1	10	114	292
Cisplatin	21	2	1	10	109	279
Cisplatin	21	2	1	10	91	282
Cisplatin	21	2	1	10	64	295
Cisplatin	21	1	1	20	78	279
Cisplatin	21	1	1	20	90	284
Cisplatin	21	1	1	20	120	270
Cisplatin	21	1	1	20	118	257
Cisplatin	21	1	1	20	115	248
Cisplatin	21	1	1	20	127	227
Cisplatin	21	1	1	20	143	250
Cisplatin	21	1	1	20	113	216
Cisplatin	21	1	1	20	160	276
Cisplatin	21	2	1	20	60	247
Cisplatin	21	2	1	20	70	239
Cisplatin	21	2	1	20	84	205
Cisplatin	21	2	1	20	76	211
Cisplatin	21	2	1	20	91	206
Cisplatin	21	2	1	20	94	247
Cisplatin	21	2	1	20	87	211
Cisplatin	21	2	1	20	102	260
Cisplatin	21	2	1	20	107	279
Cisplatin	21	3	1	20	130	261
Cisplatin	21	3	1	20	80	245
Cisplatin	21	3	1	20	88	232
Cisplatin	21	3	1	20	71	214
Cisplatin	21	3	1	20	72	216
Cisplatin	21	3	1	20	61	227
Cisplatin	21	3	1	20	62	200
Cisplatin	21	3	1	20	18	154
Cisplatin	21	3	1	20	31	92
Cisplatin	21	1	1	50	143	335
Cisplatin	21	1	1	50	210	346
Cisplatin	21	1	1	50	189	328
Cisplatin	21	1	1	50	160	264
Cisplatin	21	1	1	50	173	318
Cisplatin	21	1	1	50	131	295
Cisplatin	21	1	1	50	102	272
Cisplatin	21	1	1	50	102	296
Cisplatin	21	1	1	50	96	248
Cisplatin	21	2	1	50	69	102
Cisplatin	21	2	1	50	106	117
Cisplatin	21	2	1	50	98	134
Cisplatin	21	2	1	50	136	165
Cisplatin	21	2	1	50	117	140
Cisplatin	21	2	1	50	95	132
Cisplatin	21	2	1	50	102	133
Cisplatin	21	2	1	50	115	147
Cisplatin	21	3	1	50	80	140
Control	21	1	2	0	241	271
Control	21	1	2	0	269	306
Control	21	1	2	0	227	258
Control	21	1	2	0	228	269
Control	21	1	2	0	220	292
Control	21	1	2	0	179	237
Control	21	1	2	0	190	241
Control	21	1	2	0	154	242
Control	21	1	2	0	164	247
Control	21	2	2	0	110	224
Control	21	2	2	0	180	236
Control	21	2	2	0	208	287
Control	21	2	2	0	188	239
Control	21	2	2	0	186	255
Control	21	2	2	0	178	262
Control	21	2	2	0	206	265
Control	21	2	2	0	209	308
Control	21	2	2	0	263	305
Cisplatin	21	1	2	1	23	129
Cisplatin	21	1	2	1	29	116
Cisplatin	21	1	2	1	27	153
Cisplatin	21	1	2	1	44	157
Cisplatin	21	1	2	1	69	182
Cisplatin	21	1	2	1	78	185
Cisplatin	21	1	2	1	95	216
Cisplatin	21	1	2	1	107	250
Cisplatin	21	1	2	1	107	209
Cisplatin	21	2	2	1	138	237
Cisplatin	21	2	2	1	184	240
Cisplatin	21	2	2	1	169	222
Cisplatin	21	2	2	1	88	244
Cisplatin	21	2	2	1	75	238
Cisplatin	21	2	2	1	105	197
Cisplatin	21	2	2	1	76	233
Cisplatin	21	2	2	1	51	206
Cisplatin	21	2	2	1	39	214
Cisplatin	21	3	2	1	84	180
Cisplatin	21	3	2	1	90	177
Cisplatin	21	3	2	1	118	209
Cisplatin	21	3	2	1	128	189
Cisplatin	21	3	2	1	138	166
Cisplatin	21	3	2	1	155	228
Cisplatin	21	3	2	1	189	234
Cisplatin	21	3	2	1	242	208
Cisplatin	21	3	2	1	237	205
Cisplatin	21	1	2	10	267	290
Cisplatin	21	1	2	10	217	263
Cisplatin	21	1	2	10	244	228
Cisplatin	21	1	2	10	238	235
Cisplatin	21	1	2	10	231	250
Cisplatin	21	1	2	10	191	222
Cisplatin	21	1	2	10	180	226
Cisplatin	21	1	2	10	162	214
Cisplatin	21	2	2	10	172	235
Cisplatin	21	2	2	10	145	189
Cisplatin	21	2	2	10	143	203
Cisplatin	21	2	2	10	224	224
Cisplatin	21	2	2	10	215	248
Cisplatin	21	2	2	10	208	204
Cisplatin	21	2	2	10	186	266
Cisplatin	21	2	2	10	146	222
Cisplatin	21	2	2	10	93	202
Cisplatin	21	1	2	20	291	260
Cisplatin	21	1	2	20	201	256
Cisplatin	21	1	2	20	215	239
Cisplatin	21	1	2	20	216	238
Cisplatin	21	1	2	20	217	249
Cisplatin	21	1	2	20	214	245
Cisplatin	21	1	2	20	257	275
Cisplatin	21	1	2	20	263	270
Cisplatin	21	1	2	20	272	281
Cisplatin	21	1	2	20	255	273
Cisplatin	21	2	2	20	246	224
Cisplatin	21	2	2	20	170	239
Cisplatin	21	2	2	20	141	228
Cisplatin	21	2	2	20	133	203
Cisplatin	21	2	2	20	179	208
Cisplatin	21	2	2	20	122	232
Cisplatin	21	2	2	20	205	216
Cisplatin	21	3	2	20	85	240
Cisplatin	21	3	2	20	241	257
Cisplatin	21	3	2	20	260	252
Cisplatin	21	3	2	20	278	250
Cisplatin	21	3	2	20	288	218
Cisplatin	21	3	2	20	238	243
Cisplatin	21	3	2	20	275	252
Cisplatin	21	3	2	20	285	251
Cisplatin	21	3	2	20	256	249
Cisplatin	21	1	2	50	274	203
Cisplatin	21	1	2	50	287	147
Cisplatin	21	1	2	50	195	136
Cisplatin	21	1	2	50	313	196
Cisplatin	21	1	2	50	286	152
Cisplatin	21	1	2	50	275	224
Cisplatin	21	1	2	50	365	275
Cisplatin	21	1	2	50	330	232
Cisplatin	21	1	2	50	367	244
Cisplatin	21	2	2	50	366	205
Cisplatin	21	2	2	50	356	211
Cisplatin	21	2	2	50	268	182
Cisplatin	21	2	2	50	288	142
Cisplatin	21	2	2	50	283	181
Cisplatin	21	2	2	50	301	171
Cisplatin	21	2	2	50	313	138
Cisplatin	21	2	2	50	218	148
Control	21	1	3	0	104	230
Control	21	1	3	0	64	206
Control	21	1	3	0	61	185
Control	21	1	3	0	62	209
Control	21	1	3	0	45	192
Control	21	1	3	0	56	170
Control	21	1	3	0	51	165
Control	21	1	3	0	36	178
Control	21	1	3	0	42	173
Control	21	2	3	0	69	200
Control	21	2	3	0	116	251
Control	21	2	3	0	157	207
Control	21	2	3	0	155	224
Control	21	2	3	0	152	265
Control	21	2	3	0	179	217
Control	21	2	3	0	185	236
Control	21	2	3	0	199	216
Control	21	2	3	0	191	232
Cisplatin	21	1	3	1	170	220
Cisplatin	21	1	3	1	169	245
Cisplatin	21	1	3	1	182	209
Cisplatin	21	1	3	1	170	267
Cisplatin	21	1	3	1	126	212
Cisplatin	21	1	3	1	102	210
Cisplatin	21	1	3	1	76	220
Cisplatin	21	1	3	1	107	218
Cisplatin	21	2	3	1	176	201
Cisplatin	21	2	3	1	209	215
Cisplatin	21	2	3	1	224	207
Cisplatin	21	2	3	1	236	203
Cisplatin	21	2	3	1	207	194
Cisplatin	21	2	3	1	215	214
Cisplatin	21	2	3	1	248	258
Cisplatin	21	2	3	1	286	233
Cisplatin	21	2	3	1	180	215
Cisplatin	21	1	3	10	189	249
Cisplatin	21	1	3	10	246	234
Cisplatin	21	1	3	10	207	221
Cisplatin	21	1	3	10	165	224
Cisplatin	21	1	3	10	67	201
Cisplatin	21	1	3	10	93	213
Cisplatin	21	1	3	10	133	242
Cisplatin	21	1	3	10	120	224
Cisplatin	21	1	3	10	124	189
Cisplatin	21	2	3	10	112	199
Cisplatin	21	2	3	10	105	229
Cisplatin	21	2	3	10	102	207
Cisplatin	21	2	3	10	126	198
Cisplatin	21	2	3	10	140	229
Cisplatin	21	2	3	10	129	207
Cisplatin	21	2	3	10	93	206
Cisplatin	21	2	3	10	106	217
Cisplatin	21	2	3	10	165	220
Cisplatin	21	1	3	20	195	175
Cisplatin	21	1	3	20	233	168
Cisplatin	21	1	3	20	265	163
Cisplatin	21	1	3	20	291	179
Cisplatin	21	1	3	20	280	187
Cisplatin	21	1	3	20	286	193
Cisplatin	21	1	3	20	173	139
Cisplatin	21	1	3	20	197	155
Cisplatin	21	1	3	20	139	157
Cisplatin	21	2	3	20	254	153
Cisplatin	21	2	3	20	201	179
Cisplatin	21	2	3	20	227	153
Cisplatin	21	2	3	20	207	186
Cisplatin	21	2	3	20	218	183
Cisplatin	21	2	3	20	300	202
Cisplatin	21	2	3	20	302	192
Cisplatin	21	2	3	20	284	182
Cisplatin	21	2	3	20	317	217
Cisplatin	21	3	3	20	192	219
Cisplatin	21	3	3	20	289	191
Cisplatin	21	3	3	20	271	187
Cisplatin	21	3	3	20	285	209
Cisplatin	21	3	3	20	255	169
Cisplatin	21	3	3	20	274	189
Cisplatin	21	3	3	20	296	168
Cisplatin	21	3	3	20	253	165
Cisplatin	21	3	3	20	253	169
Cisplatin	21	1	3	50	254	55
Cisplatin	21	1	3	50	240	34
Cisplatin	21	1	3	50	317	80
Cisplatin	21	1	3	50	322	102
Cisplatin	21	1	3	50	366	96
Cisplatin	21	1	3	50	411	120
Cisplatin	21	1	3	50	493	156
Cisplatin	21	1	3	50	444	129
Cisplatin	21	1	3	50	332	160
Cisplatin	21	2	3	50	187	90
Cisplatin	21	2	3	50	198	100
Cisplatin	21	2	3	50	177	84
Cisplatin	21	2	3	50	145	71
Cisplatin	21	2	3	50	150	81
Cisplatin	21	2	3	50	149	96
Cisplatin	21	2	3	50	133	110
Cisplatin	21	2	3	50	127	77
Cisplatin	21	2	3	50	94	50
Control	21	1	4	0	19	120
Control	21	1	4	0	18	117
Control	21	1	4	0	70	101
Control	21	1	4	0	66	107
Control	21	1	4	0	79	101
Control	21	1	4	0	64	104
Control	21	1	4	0	44	74
Control	21	1	4	0	38	93
Control	21	1	4	0	84	116
Control	21	2	4	0	277	174
Control	21	2	4	0	247	161
Control	21	2	4	0	210	161
Control	21	2	4	0	155	135
Control	21	2	4	0	262	186
Control	21	2	4	0	93	135
Control	21	2	4	0	94	141
Control	21	2	4	0	173	172
Control	21	2	4	0	116	146
Cisplatin	21	1	4	1	293	229
Cisplatin	21	1	4	1	182	196
Cisplatin	21	1	4	1	228	212
Cisplatin	21	1	4	1	137	161
Cisplatin	21	1	4	1	184	178
Cisplatin	21	1	4	1	177	194
Cisplatin	21	1	4	1	163	204
Cisplatin	21	1	4	1	279	258
Cisplatin	21	1	4	1	308	241
Cisplatin	21	2	4	1	347	216
Cisplatin	21	2	4	1	215	195
Cisplatin	21	2	4	1	268	171
Cisplatin	21	2	4	1	299	203
Cisplatin	21	2	4	1	279	181
Cisplatin	21	2	4	1	225	185
Cisplatin	21	2	4	1	189	146
Cisplatin	21	2	4	1	172	168
Cisplatin	21	3	4	1	153	226
Cisplatin	21	1	4	10	246	210
Cisplatin	21	1	4	10	235	270
Cisplatin	21	1	4	10	256	243
Cisplatin	21	1	4	10	329	246
Cisplatin	21	1	4	10	313	254
Cisplatin	21	1	4	10	317	221
Cisplatin	21	1	4	10	307	219
Cisplatin	21	1	4	10	329	271
Cisplatin	21	1	4	10	324	228
Cisplatin	21	2	4	10	356	293
Cisplatin	21	2	4	10	316	275
Cisplatin	21	2	4	10	220	235
Cisplatin	21	2	4	10	270	249
Cisplatin	21	2	4	10	261	251
Cisplatin	21	2	4	10	226	252
Cisplatin	21	2	4	10	272	274
Cisplatin	21	2	4	10	249	256
Cisplatin	21	3	4	10	228	234
Cisplatin	21	1	4	20	142	155
Cisplatin	21	1	4	20	139	139
Cisplatin	21	1	4	20	175	191
Cisplatin	21	1	4	20	206	188
Cisplatin	21	1	4	20	235	172
Cisplatin	21	1	4	20	246	189
Cisplatin	21	1	4	20	272	200
Cisplatin	21	1	4	20	317	207
Cisplatin	21	1	4	20	298	231
Cisplatin	21	2	4	20	472	253
Cisplatin	21	2	4	20	355	172
Cisplatin	21	2	4	20	272	111
Cisplatin	21	2	4	20	214	111
Cisplatin	21	2	4	20	212	108
Cisplatin	21	2	4	20	130	73
Cisplatin	21	2	4	20	52	100
Cisplatin	21	2	4	20	51	66
Cisplatin	21	2	4	20	125	79
Cisplatin	21	3	4	20	64	100
Cisplatin	21	3	4	20	91	105
Cisplatin	21	3	4	20	164	129
Cisplatin	21	3	4	20	225	138
Cisplatin	21	3	4	20	242	134
Cisplatin	21	3	4	20	299	157
Cisplatin	21	3	4	20	335	183
Cisplatin	21	3	4	20	377	196
Cisplatin	21	3	4	20	380	205
Cisplatin	21	1	4	50	593	131
Cisplatin	21	1	4	50	536	131
Cisplatin	21	1	4	50	427	131
Cisplatin	21	1	4	50	391	96
Cisplatin	21	1	4	50	375	93
Cisplatin	21	1	4	50	300	64
Cisplatin	21	1	4	50	240	45
Cisplatin	21	1	4	50	232	27
Cisplatin	21	2	4	50	99	20
Cisplatin	21	2	4	50	145	24
Cisplatin	21	2	4	50	263	51
Cisplatin	21	2	4	50	440	194
Cisplatin	21	2	4	50	678	369
Cisplatin	21	2	4	50	785	417
Cisplatin	21	3	4	50	533	263
Cisplatin	21	3	4	50	359	179
Cisplatin	21	3	4	50	221	75
Cisplatin	21	3	4	50	133	49
Cisplatin	21	3	4	50	65	24
Cisplatin	21	3	4	50	32	14
Cisplatin	21	3	4	50	17	15
Control	22	1	0	0	45	456
